,RECORD INDEX,NEIGHBORHOOD,BLDGCAT,BLDGDESCRIPTION,TAXCLP,BLOCK,LOT,BLDGCP,ADDRESS,ZIP_CODE,RESIDENTIAL_ UNITS,COMMERCIAL_UNITS,UNITS,LANDSFT,GROSSSF,BUILT,TAXCLSALE,BLDGCTOS,SALE_PRICE,SALE_DATE,LAT,LONG
10839,16094.0,UPPER WEST SIDE (96-116),7.0,RENTALS - WALKUP APARTMENTS,2,1875.0,42.0,C7,220 WEST 104 STREET,10025,15.0,1.0,16.0,"2,286","6,000",1926.0,2.0,C7,$0.00,3/13/2023,40.7976882,-73.96763612
10840,16095.0,UPPER WEST SIDE (96-116),7.0,RENTALS - WALKUP APARTMENTS,2B,1876.0,37.0,C1,"210 WEST 105TH STREET, 5A",10025,10.0,0.0,10.0,"2,523","9,690",1926.0,2.0,C1,"$70,000.00",8/15/2023,40.7976882,-73.96763612
10841,16096.0,UPPER WEST SIDE (96-116),7.0,RENTALS - WALKUP APARTMENTS,2,1879.0,61.0,C7,2794 BROADWAY,10025,13.0,3.0,16.0,"2,901","15,663",1925.0,2.0,C7,"$9,510,000.00",6/30/2023,40.7976882,-73.96763612
10842,16097.0,UPPER WEST SIDE (96-116),7.0,RENTALS - WALKUP APARTMENTS,2,1881.0,32.0,C7,998 AMSTERDAM AVENUE,10025,15.0,2.0,17.0,"4,000","16,632",1912.0,2.0,C7,"$6,200,000.00",12/21/2022,40.7976882,-73.96763612
10843,16098.0,UPPER WEST SIDE (96-116),7.0,RENTALS - WALKUP APARTMENTS,2B,1889.0,32.0,C1,330 WEST 101 STREET,10025,10.0,0.0,10.0,"2,220","7,500",1905.0,2.0,C1,"$2,550,000.00",7/1/2023,40.7976882,-73.96763612
10844,16099.0,UPPER WEST SIDE (96-116),7.0,RENTALS - WALKUP APARTMENTS,2,1889.0,60.0,C1,851 WEST END AVENUE,10025,18.0,0.0,18.0,"2,550","10,584",1921.0,2.0,C1,"$2,250,000.00",7/1/2023,40.7976882,-73.96763612
10845,16100.0,UPPER WEST SIDE (96-116),7.0,RENTALS - WALKUP APARTMENTS,2B,1890.0,45.0,C1,321 WEST 103 STREET,10025,7.0,0.0,7.0,"2,018","4,793",1920.0,2.0,C1,$0.00,8/10/2023,40.7976882,-73.96763612
10846,16101.0,UPPER WEST SIDE (96-116),8.0,RENTALS - ELEVATOR APARTMENTS,2,1873.0,20.0,D6,215 W 101ST ST,10025,81.0,8.0,89.0,"12,683","95,400",1907.0,2.0,D6,"$54,500,000.00",5/18/2023,40.7976882,-73.96763612
10847,16102.0,UPPER WEST SIDE (96-116),8.0,RENTALS - ELEVATOR APARTMENTS,2,1881.0,29.0,D7,992 AMSTERDAM AVENUE,10025,28.0,1.0,29.0,"6,083","28,944",1920.0,2.0,D7,"$10,000,000.00",12/21/2022,40.7976882,-73.96763612
10848,16103.0,UPPER WEST SIDE (96-116),8.0,RENTALS - ELEVATOR APARTMENTS,2,1889.0,63.0,D1,304 WEST 102 STREET,10025,15.0,0.0,15.0,"2,523","9,850",1925.0,2.0,D1,"$6,075,000.00",2/28/2023,40.7976882,-73.96763612
11203,6619.0,MIDTOWN CBD,8.0,RENTALS - ELEVATOR APARTMENTS,2,1309.0,8.0,D6,123 EAST 54TH STREET,10022,64.0,2.0,66.0,"6,761","56,073",1977.0,2.0,D6,"$37,690,000.00",11/9/2022,40.7583209,-73.96797071
11344,6785.0,MIDTOWN CBD,21.0,OFFICE BUILDINGS,4,1287.0,27.0,O2,39 EAST 51ST STREET,10022,0.0,1.0,1.0,"3,013","10,974",1940.0,4.0,O2,"$40,000,000.00",6/20/2023,40.7583209,-73.96797071
11345,6786.0,MIDTOWN CBD,21.0,OFFICE BUILDINGS,4,1287.0,62.0,O6,12 EAST 52ND STREET,10022,0.0,4.0,4.0,"3,015","20,210",1930.0,4.0,O6,$0.00,2/13/2023,40.7583209,-73.96797071
11346,6788.0,MIDTOWN CBD,21.0,OFFICE BUILDINGS,4,1310.0,63.0,O4,126 EAST 56TH STREET,10022,0.0,53.0,53.0,"6,025","171,591",1982.0,4.0,O4,"$113,000,000.00",4/4/2023,40.7583209,-73.96797071
11347,6790.0,MIDTOWN CBD,22.0,STORE BUILDINGS,4,1287.0,61.0,K4,14 EAST 52ND STREET,10022,0.0,1.0,1.0,"3,015","21,776",1930.0,4.0,K4,"$19,500,000.00",10/16/2023,40.7583209,-73.96797071
11348,6791.0,MIDTOWN CBD,22.0,STORE BUILDINGS,4,1312.0,21.0,K4,707 LEXINGTON AVENUE,10022,0.0,4.0,4.0,"1,320","4,800",1920.0,4.0,K4,"$675,000.00",12/22/2022,40.7583209,-73.96797071
11349,6792.0,MIDTOWN CBD,22.0,STORE BUILDINGS,4,1312.0,120.0,K2,709 LEXINGTON AVENUE,10022,0.0,1.0,1.0,"1,320","1,960",1910.0,4.0,K2,"$675,000.00",12/22/2022,40.7583209,-73.96797071
11350,6793.0,MIDTOWN CBD,22.0,STORE BUILDINGS,4,1313.0,17.0,K2,730 LEXINGTON AVENUE,10022,0.0,1.0,1.0,"1,400","4,100",1920.0,4.0,K2,$0.00,12/16/2022,40.7583209,-73.96797071
11351,6795.0,MIDTOWN CBD,26.0,OTHER HOTELS,4,1311.0,5.0,H7,"111 EAST 56TH STREET, 1703",10022,0.0,1.0,1.0,"16,066","244,619",1927.0,4.0,H7,$0.00,4/20/2023,40.7583209,-73.96797071
11352,6796.0,MIDTOWN CBD,26.0,OTHER HOTELS,4,1311.0,5.0,H7,"111 EAST 56TH STREET, 311",10022,0.0,1.0,1.0,"16,066","244,619",1927.0,4.0,H7,$0.00,5/1/2023,40.7583209,-73.96797071
11353,6797.0,MIDTOWN CBD,29.0,COMMERCIAL GARAGES,4,1307.0,43.0,G1,154 EAST 53RD STREET,10022,0.0,1.0,1.0,"5,020","38,602",1963.0,4.0,G1,$0.00,4/21/2023,40.7583209,-73.96797071
11361,6811.0,MIDTOWN EAST,1.0,ONE FAMILY DWELLINGS,1,1344.0,45.0,A4,312 EAST 52ND STREET,10022,1.0,0.0,1.0,"1,908","3,812",1910.0,1.0,A4,"$5,825,000.00",6/22/2023,40.7583209,-73.96797071
11362,6812.0,MIDTOWN EAST,1.0,ONE FAMILY DWELLINGS,1,1361.0,121.0,A7,29 BEEKMAN PLACE,10022,1.0,0.0,1.0,"2,000","10,820",1910.0,1.0,A4,"$27,500,000.00",10/10/2023,40.7583209,-73.96797071
11363,6813.0,MIDTOWN EAST,1.0,ONE FAMILY DWELLINGS,1,1362.0,6.0,A4,415 EAST 50TH STREET,10022,1.0,0.0,1.0,"1,950","3,420",1899.0,1.0,A4,"$6,450,000.00",8/30/2023,40.7583209,-73.96797071
11364,6814.0,MIDTOWN EAST,1.0,ONE FAMILY DWELLINGS,1,1365.0,8.0,S1,413 EAST 53RD STREET,10022,1.0,1.0,2.0,"2,008","3,520",1950.0,1.0,S1,"$2,443,654.00",6/15/2023,40.7583209,-73.96797071
11365,6815.0,MIDTOWN EAST,1.0,ONE FAMILY DWELLINGS,1,1369.0,129.0,A4,442 EAST 58TH STREET,10022,1.0,0.0,1.0,"2,008","3,600",1899.0,1.0,A4,"$4,625,000.00",5/17/2023,40.7583209,-73.96797071
11366,6816.0,MIDTOWN EAST,1.0,ONE FAMILY DWELLINGS,1,1372.0,60.0,A7,7 SUTTON SQUARE,10022,1.0,0.0,1.0,"1,250","8,779",1899.0,1.0,A7,"$26,100,000.00",8/21/2023,40.7583209,-73.96797071
11367,6817.0,MIDTOWN EAST,2.0,TWO FAMILY DWELLINGS,1,1323.0,40.0,B1,224 EAST 50TH STREET,10022,2.0,0.0,2.0,"1,413","3,072",1899.0,1.0,B1,$0.00,11/5/2022,40.7583209,-73.96797071
11368,6818.0,MIDTOWN EAST,2.0,TWO FAMILY DWELLINGS,1,1369.0,102.0,S2,405 EAST 57TH STREET,10022,2.0,1.0,3.0,"1,016","2,500",1900.0,1.0,S2,"$4,000,000.00",4/17/2023,40.7583209,-73.96797071
11369,6819.0,MIDTOWN EAST,3.0,THREE FAMILY DWELLINGS,1,1370.0,105.0,C0,409 EAST 58TH STREET,10022,3.0,0.0,3.0,"1,674","3,200",1899.0,1.0,C0,"$4,600,000.00",1/4/2023,40.7583209,-73.96797071
11370,6821.0,MIDTOWN EAST,7.0,RENTALS - WALKUP APARTMENTS,2B,1343.0,23.0,C7,355 EAST 50TH STREET,10022,7.0,1.0,8.0,"2,008","6,960",1900.0,2.0,C7,"$8,350,000.00",10/26/2023,40.7583209,-73.96797071
11371,6822.0,MIDTOWN EAST,7.0,RENTALS - WALKUP APARTMENTS,2A,1345.0,8.0,C3,313 EAST 52ND STREET,10022,4.0,0.0,4.0,"2,016","4,212",1910.0,2.0,C3,$0.00,4/28/2023,40.7583209,-73.96797071
11372,6823.0,MIDTOWN EAST,7.0,RENTALS - WALKUP APARTMENTS,2B,1345.0,15.0,C7,329 EAST 52ND STREET,10022,9.0,1.0,10.0,"1,883","6,366",1910.0,2.0,C7,"$3,350,000.00",8/3/2023,40.7583209,-73.96797071
11373,6824.0,MIDTOWN EAST,7.0,RENTALS - WALKUP APARTMENTS,2B,1351.0,7.0,C5,315 EAST 58TH STREET,10022,10.0,0.0,10.0,"2,511","8,630",1940.0,2.0,C5,"$3,700,000.00",3/1/2023,40.7583209,-73.96797071
11374,6825.0,MIDTOWN EAST,7.0,RENTALS - WALKUP APARTMENTS,2B,1363.0,4.0,C7,936 1 AVENUE,10022,7.0,1.0,8.0,"1,856","7,500",1900.0,2.0,C7,"$12,294,135.00",6/14/2023,40.7583209,-73.96797071
11375,6826.0,MIDTOWN EAST,7.0,RENTALS - WALKUP APARTMENTS,2A,1363.0,5.0,C5,409 EAST 51ST STREET,10022,4.0,0.0,4.0,"1,883","3,500",1930.0,2.0,C5,$0.00,6/14/2023,40.7583209,-73.96797071
11376,6827.0,MIDTOWN EAST,7.0,RENTALS - WALKUP APARTMENTS,2A,1363.0,5.0,C5,409 EAST 51ST STREET,10022,4.0,0.0,4.0,"1,883","3,500",1930.0,2.0,C5,"$6,875,000.00",2/17/2023,40.7583209,-73.96797071
11377,6828.0,MIDTOWN EAST,8.0,RENTALS - ELEVATOR APARTMENTS,2,1363.0,1.0,D7,930 1 AVENUE,10022,36.0,2.0,38.0,"7,577","38,720",1941.0,2.0,D7,"$34,500,000.00",6/14/2023,40.7583209,-73.96797071
11378,6829.0,MIDTOWN EAST,8.0,RENTALS - ELEVATOR APARTMENTS,2,1366.0,39.0,D3,412 EAST 55TH STREET,10022,86.0,1.0,87.0,"10,041","89,400",1956.0,2.0,D3,$0.00,10/31/2023,40.7583209,-73.96797071
11827,7490.0,MIDTOWN EAST,11.0,SPECIAL CONDO BILLING LOTS,2,1349.0,1202.0,RR,"345 EAST 56TH STREET, 10C",10022,45.0,0.0,45.0,0,"72,456",1981.0,2.0,RR,"$925,000.00",1/5/2023,40.7583209,-73.96797071
11977,7787.0,MIDTOWN EAST,14.0,RENTALS - 4-10 UNIT,2A,1325.0,29.0,S5,975 2 AVENUE,10022,5.0,1.0,6.0,"1,400","4,000",1900.0,2.0,S5,"$5,000,000.00",6/27/2023,40.7583209,-73.96797071
11978,7789.0,MIDTOWN EAST,14.0,RENTALS - 4-10 UNIT,2A,1342.0,50.0,S3,306 EAST 50TH STREET,10022,3.0,1.0,4.0,"1,480","3,404",1910.0,2.0,S3,$0.00,11/30/2022,40.7583209,-73.96797071
12009,7820.0,MIDTOWN EAST,21.0,OFFICE BUILDINGS,4,1327.0,1.0,O4,885 3 AVENUE,10022,0.0,1.0,1.0,"26,107","554,180",1986.0,4.0,O4,$0.00,12/16/2022,40.7583209,-73.96797071
12010,7821.0,MIDTOWN EAST,22.0,STORE BUILDINGS,4,1324.0,137.0,K4,228 EAST 51ST STREET,10022,2.0,2.0,4.0,"1,607","4,800",1900.0,4.0,K4,"$2,860,000.00",3/17/2023,40.7583209,-73.96797071
12022,10413.0,UPPER EAST SIDE (59-79),8.0,RENTALS - ELEVATOR APARTMENTS,2,1455.0,13.0,D8,420-434 EAST 61ST ST,10022,234.0,0.0,234.0,"35,904","307,000",2001.0,2.0,D8,"$193,729,515.00",11/23/2022,40.7583209,-73.96797071
12080,11868.0,UPPER EAST SIDE (59-79),14.0,RENTALS - 4-10 UNIT,2A,1415.0,20.0,S4,243 EAST 60TH STREET,10022,4.0,1.0,5.0,"2,008","4,732",1910.0,2.0,S4,"$3,000,000.00",4/18/2023,40.7583209,-73.96797071
12081,12028.0,UPPER EAST SIDE (59-79),21.0,OFFICE BUILDINGS,4,1394.0,5.0,O3,110 EAST 60TH STREET,10022,0.0,1.0,1.0,"12,050","170,511",1962.0,4.0,O3,"$5,000,000.00",9/28/2023,40.7583209,-73.96797071
12082,12029.0,UPPER EAST SIDE (59-79),21.0,OFFICE BUILDINGS,4,1395.0,10.0,O7,"121 EAST 60TH STREET, 10D",10022,0.0,60.0,60.0,"6,025","49,815",1924.0,4.0,O7,"$1,100,000.00",11/9/2022,40.7583209,-73.96797071
12083,12030.0,UPPER EAST SIDE (59-79),21.0,OFFICE BUILDINGS,4,1395.0,10.0,O7,"121 EAST 60TH STREET, 4D",10022,0.0,60.0,60.0,"6,025","49,815",1924.0,4.0,O7,"$435,000.00",4/26/2023,40.7583209,-73.96797071
12117,6782.0,MIDTOWN CBD,21.0,OFFICE BUILDINGS,4,1278.0,69.0,O6,529 5TH AVENUE,10017,0.0,29.0,29.0,"14,525","271,266",1958.0,4.0,O6,"$107,608,985.00",6/22/2023,40.7896239,-73.9598939
12118,6783.0,MIDTOWN CBD,21.0,OFFICE BUILDINGS,4,1279.0,65.0,O6,6 EAST 45TH STREET,10017,0.0,35.0,35.0,"5,020","79,290",1932.0,4.0,O6,"$26,835,000.00",9/8/2023,40.7896239,-73.9598939
12119,6784.0,MIDTOWN CBD,21.0,OFFICE BUILDINGS,4,1284.0,56.0,O6,424 MADISON AVENUE,10017,0.0,22.0,22.0,"4,375","62,237",1926.0,4.0,O6,$0.00,10/31/2023,40.7896239,-73.9598939
12120,6787.0,MIDTOWN CBD,21.0,OFFICE BUILDINGS,4,1295.0,40.0,O4,630 3 AVENUE,10017,0.0,40.0,40.0,"12,341","210,777",1958.0,4.0,O4,"$97,812,531.00",11/18/2022,40.7896239,-73.9598939
12121,6789.0,MIDTOWN CBD,22.0,STORE BUILDINGS,4,1284.0,72.0,K4,603 5 AVENUE,10017,0.0,1.0,1.0,"2,250","9,446",1930.0,4.0,K4,"$16,250,000.00",3/17/2023,40.7896239,-73.9598939
12122,6794.0,MIDTOWN CBD,25.0,LUXURY HOTELS,4,1303.0,53.0,H1,525 LEXINGTON AVENUE,10017,0.0,1.0,1.0,"22,425","406,261",1923.0,4.0,H1,"$153,417,490.00",1/27/2023,40.7896239,-73.9598939
12123,6798.0,MIDTOWN CBD,35.0,INDOOR PUBLIC AND CULTURAL FACILITIES,4,1283.0,13.0,P8,17 EAST 47TH STREET,10017,0.0,3.0,3.0,"2,500","17,131",1932.0,4.0,P8,$0.00,2/13/2023,40.7896239,-73.9598939
12129,6820.0,MIDTOWN EAST,7.0,RENTALS - WALKUP APARTMENTS,2B,1322.0,41.0,C5,220 EAST 49TH STREET,10017,10.0,0.0,10.0,"2,109","6,915",1910.0,2.0,C5,"$3,500,000.00",11/1/2022,40.7896239,-73.9598939
12337,7489.0,MIDTOWN EAST,11.0,SPECIAL CONDO BILLING LOTS,2,1318.0,1005.0,RR,"219 EAST 44TH STREET, R-3",10017,1.0,0.0,1.0,0,"2,446",2015.0,2.0,RR,"$3,725,000.00",4/19/2023,40.7896239,-73.9598939
12473,7788.0,MIDTOWN EAST,14.0,RENTALS - 4-10 UNIT,2A,1337.0,51.0,S3,838 2 AVENUE,10017,3.0,1.0,4.0,"1,260","3,600",1910.0,2.0,S3,"$4,200,000.00",4/18/2023,40.7896239,-73.9598939
12474,7822.0,MIDTOWN EAST,26.0,OTHER HOTELS,4,1319.0,34.0,HS,234 EAST 46TH STREET,10017,95.0,1.0,96.0,"7,537","82,829",1986.0,4.0,HS,"$13,150,573.00",4/25/2023,40.7896239,-73.9598939
12475,7823.0,MIDTOWN EAST,41.0,TAX CLASS 4 - OTHER,4,1354.0,1.0,Z5,100 UNITED NATIONS,10017,0.0,0.0,0.0,"659,375","2,400,000",1952.0,4.0,Z5,$0.00,8/3/2023,40.7896239,-73.9598939
12487,13756.0,UPPER WEST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1141.0,19.0,A4,135 WEST 69TH STREET,10023,1.0,0.0,1.0,"1,908","5,529",1900.0,1.0,A4,$0.00,12/9/2022,40.77690341,-73.98115094
12488,13757.0,UPPER WEST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1185.0,54.0,A4,327 WEST 76TH STREET,10023,1.0,0.0,1.0,"2,248","7,200",1900.0,1.0,A4,"$10,500,000.00",6/28/2023,40.77690341,-73.98115094
12489,13758.0,UPPER WEST SIDE (59-79),2.0,TWO FAMILY DWELLINGS,1,1127.0,15.0,B3,33 WEST 74TH STREET,10023,2.0,0.0,2.0,"2,043","6,576",1901.0,1.0,B3,"$8,415,000.00",2/13/2023,40.77690341,-73.98115094
12490,13759.0,UPPER WEST SIDE (59-79),2.0,TWO FAMILY DWELLINGS,1,1127.0,24.0,B9,13 WEST 74TH STREET,10023,2.0,0.0,2.0,"1,992","6,601",1970.0,1.0,B9,$0.00,4/5/2023,40.77690341,-73.98115094
12491,13760.0,UPPER WEST SIDE (59-79),2.0,TWO FAMILY DWELLINGS,1,1182.0,39.0,B3,314 WEST 71ST STREET,10023,2.0,0.0,2.0,"1,707","4,492",1901.0,1.0,B3,$0.00,6/15/2023,40.77690341,-73.98115094
12492,13761.0,UPPER WEST SIDE (59-79),2.0,TWO FAMILY DWELLINGS,1,1182.0,119.0,B3,331 WEST 70TH STREET,10023,2.0,0.0,2.0,"1,506","3,264",1910.0,1.0,B3,"$3,995,000.00",11/7/2022,40.77690341,-73.98115094
12493,13763.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1121.0,12.0,C5,49 WEST 68TH STREET,10023,10.0,0.0,10.0,"1,908","7,082",1910.0,2.0,C5,"$3,300,000.00",7/1/2023,40.77690341,-73.98115094
12494,13764.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1121.0,15.0,C5,41 WEST 68TH STREET,10023,9.0,0.0,9.0,"1,808","5,651",1910.0,2.0,C5,"$3,900,000.00",5/2/2023,40.77690341,-73.98115094
12495,13765.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1122.0,11.0,C5,45 WEST 69TH STREET,10023,10.0,0.0,10.0,"2,008","7,036",1910.0,2.0,C5,"$3,000,000.00",7/1/2023,40.77690341,-73.98115094
12496,13766.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2A,1123.0,53.0,C2,44 WEST 71ST ST,10023,5.0,0.0,5.0,"2,008","5,472",1900.0,2.0,C2,$0.00,5/24/2023,40.77690341,-73.98115094
12497,13767.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2A,1124.0,11.0,C5,51 WEST 71ST STREET,10023,5.0,0.0,5.0,"1,839","5,400",1910.0,2.0,C5,$0.00,8/3/2023,40.77690341,-73.98115094
12498,13768.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2A,1127.0,25.0,C3,11 WEST 74TH STREET,10023,4.0,0.0,4.0,"2,043","6,384",1910.0,2.0,C3,"$6,600,000.00",8/8/2023,40.77690341,-73.98115094
12499,13769.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1128.0,10.0,C5,43 WEST 75TH STREET,10023,8.0,0.0,8.0,"2,248","8,250",1910.0,2.0,C5,"$5,800,000.00",1/10/2023,40.77690341,-73.98115094
12500,13770.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1128.0,27.0,C1,3 WEST 75TH STREET,10023,10.0,0.0,10.0,"2,148","6,914",1900.0,2.0,C1,"$6,600,000.00",5/5/2023,40.77690341,-73.98115094
12501,13771.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2A,1141.0,24.0,C3,121 WEST 69 ST,10023,4.0,0.0,4.0,"2,008","7,857",1900.0,2.0,C3,$0.00,2/17/2023,40.77690341,-73.98115094
12502,13772.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1141.0,26.0,C5,117 WEST 69TH STREET,10023,10.0,0.0,10.0,"2,109","6,555",1900.0,2.0,C5,"$3,300,000.00",3/30/2023,40.77690341,-73.98115094
12503,13773.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1142.0,22.0,C4,127 WEST 70TH STREET,10023,10.0,0.0,10.0,"2,008","6,600",1900.0,2.0,C4,$0.00,1/20/2023,40.77690341,-73.98115094
12504,13774.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1144.0,51.0,C5,146 WEST 73RD STREET,10023,10.0,0.0,10.0,"2,043","5,915",1900.0,2.0,C5,"$3,300,000.00",9/28/2023,40.77690341,-73.98115094
12505,13775.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2A,1144.0,153.0,C5,152 WEST 73RD STREET,10023,4.0,0.0,4.0,"2,043","4,792",1910.0,2.0,C5,"$4,950,000.00",10/20/2023,40.77690341,-73.98115094
12506,13776.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1146.0,38.0,C5,106 WEST 75TH STREET,10023,9.0,0.0,9.0,"1,992","5,088",1910.0,2.0,C5,$0.00,12/6/2022,40.77690341,-73.98115094
12507,13777.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1146.0,48.0,C5,132 WEST 75TH STREET,10023,7.0,0.0,7.0,"2,043","6,205",1900.0,2.0,C5,"$14,900,000.00",9/14/2023,40.77690341,-73.98115094
12508,13778.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1147.0,24.0,C4,"113 WEST 75TH STREET, 2AB",10023,8.0,0.0,8.0,"2,043","6,335",1900.0,2.0,C4,"$1,675,000.00",9/15/2023,40.77690341,-73.98115094
12509,13779.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2,1147.0,51.0,C5,150 WEST 76TH STREET,10023,12.0,0.0,12.0,"2,043","6,245",1910.0,2.0,C5,"$3,000,000.00",3/31/2023,40.77690341,-73.98115094
12510,13781.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1162.0,8.0,C1,261 WEST 70TH STREET,10023,7.0,0.0,7.0,"1,615","4,011",1900.0,2.0,C1,$0.00,12/29/2022,40.77690341,-73.98115094
12511,13782.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1162.0,8.0,C1,261 WEST 70TH STREET,10023,7.0,0.0,7.0,"1,615","4,011",1900.0,2.0,C1,$0.00,5/18/2023,40.77690341,-73.98115094
12512,13783.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1162.0,9.0,C1,259 WEST 70TH STREET,10023,7.0,0.0,7.0,"1,699","4,300",1900.0,2.0,C1,$0.00,12/29/2022,40.77690341,-73.98115094
12513,13784.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1162.0,9.0,C1,259 WEST 70TH STREET,10023,7.0,0.0,7.0,"1,699","4,300",1900.0,2.0,C1,$0.00,5/18/2023,40.77690341,-73.98115094
12514,13785.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1162.0,107.0,C1,263 WEST 70TH STREET,10023,10.0,0.0,10.0,"1,883","5,158",1900.0,2.0,C1,$0.00,12/29/2022,40.77690341,-73.98115094
12515,13786.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1162.0,107.0,C1,263 WEST 70TH STREET,10023,10.0,0.0,10.0,"1,883","5,158",1900.0,2.0,C1,$0.00,5/18/2023,40.77690341,-73.98115094
12516,13787.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2A,1162.0,143.0,C2,222 WEST 71ST STREET,10023,5.0,0.0,5.0,"1,800","3,700",1900.0,2.0,C2,"$3,835,000.00",10/26/2023,40.77690341,-73.98115094
12517,13788.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1162.0,157.0,C1,258 WEST 71ST STREET,10023,8.0,0.0,8.0,"1,674","3,696",1900.0,2.0,C1,"$5,700,000.00",9/7/2023,40.77690341,-73.98115094
12518,13789.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1164.0,54.0,C1,256 WEST 73RD STREET,10023,10.0,0.0,10.0,"2,043","5,975",1900.0,2.0,C1,"$2,350,000.00",7/1/2023,40.77690341,-73.98115094
12519,13790.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1164.0,55.0,C1,258 WEST 73RD STREET,10023,9.0,0.0,9.0,"2,043","6,630",1900.0,2.0,C1,"$2,350,000.00",7/1/2023,40.77690341,-73.98115094
12520,13791.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1164.0,153.0,C1,254 WEST 73RD STREET,10023,10.0,0.0,10.0,"2,043","6,066",1920.0,2.0,C1,"$1,175,000.00",7/1/2023,40.77690341,-73.98115094
12521,13792.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1168.0,5.0,C1,251 WEST 76TH STREET,10023,7.0,0.0,7.0,"1,941","5,695",1900.0,2.0,C1,"$7,320,000.00",7/6/2023,40.77690341,-73.98115094
12522,13795.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1183.0,14.0,C1,351 WEST 71ST STREET,10023,9.0,0.0,9.0,"1,915","4,340",1915.0,2.0,C1,$0.00,4/17/2023,40.77690341,-73.98115094
12523,13796.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1183.0,127.0,C1,307 WEST 71ST STREET,10023,10.0,0.0,10.0,"1,635","4,960",1900.0,2.0,C1,"$8,000,000.00",7/24/2023,40.77690341,-73.98115094
12524,13798.0,UPPER WEST SIDE (59-79),8.0,RENTALS - ELEVATOR APARTMENTS,2B,1163.0,49.0,D7,230 WEST 72ND STREET,10023,7.0,3.0,10.0,"2,758","11,580",1900.0,2.0,D7,"$7,500,000.00",4/17/2023,40.77690341,-73.98115094
13569,15108.0,UPPER WEST SIDE (59-79),26.0,OTHER HOTELS,4,1164.0,47.0,H6,240 WEST 73RD STREET,10023,83.0,117.0,200.0,"8,225","109,290",1928.0,4.0,H6,"$21,000,000.00",8/14/2023,40.77690341,-73.98115094
13570,15109.0,UPPER WEST SIDE (59-79),33.0,EDUCATIONAL FACILITIES,4,1120.0,48.0,W3,40 WEST 68TH STREET,10023,0.0,2.0,2.0,"7,757","24,030",1923.0,4.0,W3,"$50,000,000.00",2/6/2023,40.77690341,-73.98115094
13571,15110.0,UPPER WEST SIDE (59-79),33.0,EDUCATIONAL FACILITIES,4,1139.0,8.0,W9,"133 WEST 67TH STREET, 8RERW",10023,0.0,2.0,2.0,"9,417","44,220",1978.0,4.0,W9,"$1,700,000.00",6/6/2023,40.77690341,-73.98115094
