RECORD INDEX,NEIGHBORHOOD,BLDGCAT,BLDGDESCRIPTION,TAXCLP,BLOCK,LOT,BLDGCP,ADDRESS,ZIP_CODE,RESIDENTIAL_ UNITS,COMMERCIAL_UNITS,UNITS,LANDSFT,GROSSSF,BUILT,TAXCLSALE,BLDGCTOS,SALE_PRICE,SALE_DATE
12292,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1495,49,D4,"40 EAST 84TH STREET, 15B",10028,,,,,,1963,2,D4,"$2,287,000.00",6/22/2023
12293,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1495,49,D4,"40 EAST 84TH STREET, 16A",10028,,,,,,1963,2,D4,"$1,570,000.00",10/27/2023
12294,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1495,59,D4,"18 EAST 84TH STREET, 2B",10028,,,,,,1910,2,D4,"$825,000.00",2/7/2023
12295,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1496,13,D4,"17 EAST 84TH STREET, 5B",10028,,,,,,1925,2,D4,"$1,060,000.00",2/13/2023
12296,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1496,34,D4,"1000 PARK AVENUE, 5B",10028,,,,,,1916,2,D4,$0.00,1/30/2023
12297,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1496,54,D4,"38 EAST 85TH STREET, 10B",10028,,,,,,1925,2,D4,"$1,165,000.00",8/14/2023
12298,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1496,54,D4,"38 EAST 85TH STREET, 10C",10028,,,,,,1925,2,D4,"$885,000.00",8/14/2023
12299,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1496,54,D4,"38 EAST 85TH STREET, 4E",10028,,,,,,1925,2,D4,"$1,150,000.00",9/11/2023
12300,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1496,65,D4,"10 EAST 85TH STREET, 3B",10028,,,,,,1925,2,D4,"$2,190,196.00",1/10/2023
12301,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1496,71,D4,"1035 FIFTH AVE, 8E",10028,,,,,,1928,2,D4,"$2,590,000.00",11/7/2022
12302,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1496,71,D4,"1035 FIFTH AVENUE, 14C",10028,,,,,,1928,2,D4,"$8,700,000.00",1/31/2023
12303,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1496,71,D4,"1035 FIFTH AVENUE, 7E",10028,,,,,,1928,2,D4,"$2,200,000.00",8/3/2023
12304,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,1,D4,"1040 5TH AVENUE, 9/10C",10028,,,,,,1930,2,D4,"$25,000,000.00",5/4/2023
12305,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,1,D4,"1040 FIFTH AVE, 5/6B",10028,,,,,,1930,2,D4,$0.00,6/23/2023
12306,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,1,D4,"1040 FIFTH AVENUE, 1A",10028,,,,,,1930,2,D4,"$3,200,000.00",2/16/2023
12307,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,1,D4,"1040 FIFTH AVENUE, 7A",10028,,,,,,1930,2,D4,$0.00,5/31/2023
12308,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,1,D4,"1040 FIFTH AVENUE, MR#7",10028,,,,,,1930,2,D4,"$3,200,000.00",2/16/2023
12309,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,5,D4,"3 EAST 85TH STREET, 1D",10028,,,,,,1913,2,D4,"$350,000.00",5/22/2023
12310,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,5,D4,"3 EAST 85TH STREET, 3B",10028,,,,,,1913,2,D4,$0.00,11/1/2022
12311,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,5,D4,"3 EAST 85TH STREET, 4A",10028,,,,,,1913,2,D4,"$735,000.00",9/29/2023
12312,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,7,D4,"7 EAST 85TH STREET, 1C",10028,,,,,,1928,2,D4,"$495,000.00",11/16/2022
12313,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,7,D4,"7 EAST 85TH STREET, 6C",10028,,,,,,1928,2,D4,"$725,000.00",8/29/2023
12314,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,7,D4,"7 EAST 85TH STREET, 6D",10028,,,,,,1928,2,D4,"$725,000.00",6/14/2023
12315,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,7,D4,"7 EAST 85TH STREET, 8B",10028,,,,,,1928,2,D4,"$985,000.00",4/28/2023
12316,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,21,D4,"35 EAST 85TH STREET, 3A",10028,,,,,,1959,2,D4,"$1,900,000.00",10/5/2023
12317,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,21,D4,"35 EAST 85TH STREET, 3B",10028,,,,,,1959,2,D4,"$1,475,000.00",9/15/2023
12318,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,28,D4,"45 EAST 85TH STREET, 2A",10028,,,,,,1925,2,D4,"$2,989,000.00",2/22/2023
12319,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,28,D4,"45 EAST 85TH STREET, 4D",10028,,,,,,1925,2,D4,"$3,160,000.00",1/24/2023
12320,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,28,D4,"45 EAST 85TH STREET, 4J",10028,,,,,,1925,2,D4,"$450,000.00",6/21/2023
12321,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,28,D4,"45 EAST 85TH STREET, 7E",10028,,,,,,1925,2,D4,"$2,565,000.00",12/8/2022
12322,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,28,D4,"45 EAST 85TH STREET, 9E",10028,,,,,,1925,2,D4,"$2,565,000.00",4/19/2023
12323,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,34,D4,"1020 PARK AVENUE, 11A",10028,,,,,,1962,2,D4,"$2,235,000.00",9/19/2023
12324,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,34,D4,"1020 PARK AVENUE, 16A",10028,,,,,,1962,2,D4,"$2,825,000.00",6/13/2023
12325,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,44,D4,"68 EAST 86 STREET, 11B",10028,,,,,,1912,2,D4,"$2,650,000.00",11/10/2022
12326,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,44,D4,"68 EAST 86TH STREET, 4B",10028,,,,,,1912,2,D4,"$2,275,000.00",4/20/2023
12327,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1497,46,D4,"64 EAST 86TH STREET, 12C",10028,,,,,,1917,2,D4,$0.00,8/8/2023
12328,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1498,1,D4,"1050 FIFTH AVENUE, 18BC",10028,,,,,,1960,2,D4,"$10,500,000.00",9/19/2023
12329,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1498,1,D4,"1050 FIFTH AVENUE, 2BC",10028,,,,,,1960,2,D4,"$4,387,500.00",1/18/2023
12330,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1498,1,D4,"1050 FIFTH AVENUE, HALL",10028,,,,,,1960,2,D4,"$150,000.00",3/10/2023
12331,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1498,10,D4,"11 EAST 86TH STREET, 3C",10028,,,,,,1960,2,D4,"$2,050,000.00",4/18/2023
12332,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1498,10,D4,"11 EAST 86TH STREET, 4B",10028,,,,,,1960,2,D4,"$1,575,000.00",12/8/2022
12333,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1498,14,D4,"25 EAST 86TH STREET, 3A",10028,,,,,,1926,2,D4,"$2,200,000.00",9/26/2023
12334,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1498,14,D4,"25 EAST 86TH STREET, 3E",10028,,,,,,1926,2,D4,"$2,350,000.00",8/21/2023
12335,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1498,20,D4,"49 EAST 86TH ST, 6A",10028,,,,,,1930,2,D4,"$1,514,700.00",5/10/2023
12336,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1498,20,D4,"49 EAST 86TH STREET, 12A",10028,,,,,,1930,2,D4,"$1,800,000.00",1/13/2023
12337,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1498,20,D4,"49 EAST 86TH STREET, 16C",10028,,,,,,1930,2,D4,"$1,300,000.00",9/28/2023
12338,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1498,27,D4,"61 EAST 86 STREET, 74",10028,,,,,,1910,2,D4,"$1,425,000.00",10/12/2023
12339,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1498,27,D4,"61 EAST 86TH STREET, 41",10028,,,,,,1910,2,D4,"$850,000.00",2/3/2023
12340,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1498,43,D4,"62 EAST 87TH STREET, 1A",10128,,,,,,1923,2,D4,"$320,000.00",8/30/2023
12341,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1498,43,D4,"62 EAST 87TH STREET, 1C",10128,,,,,,1923,2,D4,"$1,210,000.00",12/9/2022
12342,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1498,45,D4,"56 EAST 87TH STREET, 2B",10128,,,,,,1923,2,D4,"$1,625,000.00",9/1/2023
12343,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1498,69,D4,"1056 FIFTH AVENUE, 15AB",10028,,,,,,1951,2,D4,"$4,999,000.00",9/21/2023
12344,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1498,69,D4,"1056 FIFTH AVENUE, 4D",10028,,,,,,1951,2,D4,"$1,400,000.00",10/11/2023
12345,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,1,D4,"1060 FIFTH AVENUE, 8B",10128,,,,,,1928,2,D4,$0.00,4/24/2023
12346,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,1,D4,"1060 FIFTH AVENUE, 8C",10128,,,,,,1928,2,D4,"$3,950,000.00",5/25/2023
12347,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,10,D4,"11 E 87TH ST, 3",10128,,,,,,1954,2,D4,"$355,000.00",2/9/2023
12348,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,14,D4,"21 EAST 87TH STREET, 5D",10128,,,,,,1927,2,D4,"$2,995,000.00",4/27/2023
12349,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,14,D4,"21 EAST 87TH STREET, 6C",10128,,,,,,1927,2,D4,$0.00,7/26/2023
12350,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,14,D4,"21 EAST 87TH STREET, PHB",10128,,,,,,1927,2,D4,$0.00,3/29/2023
12351,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,20,D4,"47 EAST 87 STREET, 3A",10128,,,,,,1948,2,D4,"$1,800,000.00",1/11/2023
12352,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,25,D4,"55 EAST 87 STREET, 15B",10128,,,,,,1963,2,D4,"$1,720,000.00",3/2/2023
12353,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,25,D4,"55 EAST 87TH STREET, 12C",10128,,,,,,1963,2,D4,"$1,075,000.00",8/28/2023
12354,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,25,D4,"55 EAST 87TH STREET, 15E",10128,,,,,,1963,2,D4,"$1,816,700.00",4/13/2023
12355,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,25,D4,"55 EAST 87TH STREET, 3A",10128,,,,,,1963,2,D4,"$750,000.00",4/19/2023
12356,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,25,D4,"55 EAST 87TH STREET, 4E",10128,,,,,,1963,2,D4,"$1,125,000.00",11/15/2022
12357,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,25,D4,"55 EAST 87TH STREET, 5M",10128,,,,,,1963,2,D4,"$718,000.00",3/28/2023
12358,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,32,D4,"1060 PARK AVE, 11E",10128,,,,,,1924,2,D4,"$1,050,000.00",8/3/2023
12359,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,32,D4,"1060 PARK AVENUE, 10C/D",10128,,,,,,1924,2,D4,"$3,125,000.00",4/26/2023
12360,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,32,D4,"1060 PARK AVENUE, 11D",10128,,,,,,1924,2,D4,"$3,125,000.00",4/26/2023
12361,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,32,D4,"1060 PARK AVENUE, 11G",10128,,,,,,1924,2,D4,"$2,087,500.00",11/17/2022
12362,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,32,D4,"1060 PARK AVENUE, 12E",10128,,,,,,1924,2,D4,$0.00,2/21/2023
12363,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,32,D4,"1060 PARK AVENUE, 12E",10128,,,,,,1924,2,D4,$0.00,4/25/2023
12364,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,32,D4,"1060 PARK AVENUE, 14F",10128,,,,,,1924,2,D4,"$2,375,000.00",3/1/2023
12365,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,32,D4,"1060 PARK AVENUE, 6B",10128,,,,,,1924,2,D4,"$525,000.00",3/8/2023
12366,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,32,D4,"1060 PARK AVENUE, 6E",10128,,,,,,1924,2,D4,"$1,050,000.00",2/15/2023
12367,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,32,D4,"1060 PARK AVENUE, 7G",10128,,,,,,1924,2,D4,"$1,860,000.00",4/26/2023
12368,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,40,D4,"1070 PARK AVENUE, 14C",10128,,,,,,1928,2,D4,"$3,150,000.00",8/7/2023
12369,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,40,D4,"1070 PARK AVENUE, 15E",10128,,,,,,1928,2,D4,"$1,500,000.00",3/13/2023
12370,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,40,D4,"1070 PARK AVENUE, 2D",10128,,,,,,1928,2,D4,"$2,000,000.00",9/20/2023
12371,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,51,D4,"40 EAST 88 STREET, 10B",10128,,,,,,1930,2,D4,$0.00,9/28/2023
12372,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,51,D4,"40 EAST 88TH STREET, 11C",10128,,,,,,1930,2,D4,"$1,575,000.00",4/13/2023
12373,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,51,D4,"40 EAST 88TH STREET, 4E",10128,,,,,,1930,2,D4,"$1,150,000.00",2/6/2023
12374,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,51,D4,"40 EAST 88TH STREET, 4F",10128,,,,,,1930,2,D4,"$2,630,000.00",6/28/2023
12375,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,51,D4,"40 EAST 88TH STREET, 4G",10128,,,,,,1930,2,D4,"$2,630,000.00",6/28/2023
12376,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,51,D4,"40 EAST 88TH STREET, 8E",10128,,,,,,1930,2,D4,"$1,850,000.00",10/10/2023
12377,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,51,D4,"40 EAST 88TH STREET, 9E",10128,,,,,,1930,2,D4,"$1,995,000.00",9/21/2023
12378,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,51,D4,"40 EAST 88TH STREET, 9FG",10128,,,,,,1930,2,D4,"$4,412,500.00",4/14/2023
12379,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,60,D4,"20 EAST 88TH STREET, 5A",10128,,,,,,1923,2,D4,"$500,000.00",1/11/2023
12380,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,65,D4,"4 EAST 88 STREET, 2D",10128,,,,,,1922,2,D4,"$840,000.00",3/6/2023
12381,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,65,D4,"4 EAST 88TH ST, 5C",10128,,,,,,1922,2,D4,"$1,135,000.00",6/14/2023
12382,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,65,D4,"4 EAST 88TH STREET, 3B",10128,,,,,,1922,2,D4,"$2,650,000.00",12/5/2022
12383,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,65,D4,"4 EAST 88TH STREET, 4C",10128,,,,,,1922,2,D4,"$1,625,000.00",5/1/2023
12384,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,65,D4,"4 EAST 88TH STREET, 5D",10128,,,,,,1922,2,D4,"$1,200,000.00",1/17/2023
12385,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,65,D4,"4 EAST 88TH STREET, 7C",10128,,,,,,1922,2,D4,"$1,658,250.00",4/28/2023
12386,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,65,D4,"4 EAST 88TH STREET, 8A",10128,,,,,,1922,2,D4,"$2,635,000.00",5/24/2023
12387,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,65,D4,"4 EAST 88TH STREET, 9B",10128,,,,,,1922,2,D4,"$2,750,000.00",4/6/2023
12388,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1500,15,D4,"19 EAST 88TH STREET, 11C",10128,,,,,,1937,2,D4,"$918,000.00",6/30/2023
12389,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1500,15,D4,"19 EAST 88TH STREET, 2G",10128,,,,,,1937,2,D4,"$975,000.00",6/26/2023
12390,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1500,15,D4,"19 EAST 88TH STREET, 5F",10128,,,,,,1937,2,D4,"$610,000.00",10/13/2023
12391,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1500,15,D4,"19 EAST 88TH, 14A",10128,,,,,,1937,2,D4,$0.00,12/20/2022
12392,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1500,20,D4,"47 EAST 88TH STREET, 3B",10128,,,,,,1930,2,D4,$0.00,6/26/2023
12393,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1500,20,D4,"47 EAST 88TH STREET, 6A",10128,,,,,,1930,2,D4,"$6,900,000.00",5/17/2023
12394,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1500,20,D4,"47 EAST 88TH, 6B",10128,,,,,,1930,2,D4,"$4,350,000.00",11/17/2022
12395,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1500,40,D4,"1088 PARK AVENUE, 14G",10128,,,,,,1925,2,D4,"$700,000.00",8/30/2023
12396,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1500,40,D4,"1088 PARK AVENUE, 2F",10128,,,,,,1925,2,D4,"$3,350,000.00",9/20/2023
12397,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1500,40,D4,"1088 PARK AVENUE, 3C",10128,,,,,,1925,2,D4,"$2,900,000.00",8/25/2023
12398,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1500,45,D4,"50 EAST 89TH STREET, 10D",10128,,,,,,1973,2,D4,$0.00,6/15/2023
12399,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1500,45,D4,"50 EAST 89TH STREET, 19D",10128,,,,,,1973,2,D4,"$2,750,000.00",5/12/2023
12400,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1500,45,D4,"50 EAST 89TH STREET, 19E",10128,,,,,,1973,2,D4,"$1,580,000.00",2/17/2023
12401,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1500,45,D4,"50 EAST 89TH STREET, 6-F",10128,,,,,,1973,2,D4,"$1,350,000.00",4/3/2023
12402,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1500,45,D4,"50 EAST 89TH STREET, 8B",10128,,,,,,1973,2,D4,"$1,150,000.00",11/18/2022
12403,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1500,45,D4,"50 EAST 89TH STREET, 8C",10128,,,,,,1973,2,D4,"$985,000.00",1/5/2023
12404,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1501,1,D4,"1080 5 AVENUE, 2A",10128,,,,,,1961,2,D4,"$2,295,000.00",6/28/2023
12405,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1501,16,D4,"17 EAST 89, 4B",10128,,,,,,1925,2,D4,"$3,229,100.00",5/19/2023
12406,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1501,16,D4,"17 EAST 89TH STREET, 11A",10128,,,,,,1925,2,D4,"$4,310,000.00",6/5/2023
12407,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1501,33,D4,"1100 PARK AVE, 6C",10128,,,,,,1930,2,D4,"$4,800,000.00",1/12/2023
12408,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1501,33,D4,"1100 PARK AVENUE, 1A",10128,,,,,,1930,2,D4,"$6,700,000.00",5/24/2023
12409,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1501,33,D4,"1100 PARK AVENUE, 3B",10128,,,,,,1930,2,D4,"$3,600,000.00",2/14/2023
12410,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1501,33,D4,"1100 PARK AVENUE, 3C",10128,,,,,,1930,2,D4,$0.00,2/16/2023
12411,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1501,33,D4,"1100 PARK AVENUE, 9C",10128,,,,,,1930,2,D4,$0.00,10/16/2023
12412,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1501,33,D4,"1100 PARK AVENUE, 9C",10128,,,,,,1930,2,D4,"$4,850,000.00",10/26/2023
12413,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1501,40,D4,"1112 PARK AVENUE, 11AD",10128,,,,,,1927,2,D4,"$5,304,000.00",6/22/2023
12414,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1501,40,D4,"1112 PARK AVENUE, 5B",10128,,,,,,1927,2,D4,"$2,450,000.00",4/27/2023
12415,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1501,40,D4,"1112 PARK AVENUE, 6B",10128,,,,,,1927,2,D4,"$2,300,000.00",10/25/2023
12416,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1501,56,D4,"14 EAST 90 STREET, 7E",10128,,,,,,1929,2,D4,"$2,995,000.00",9/19/2023
12417,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1501,56,D4,"14 EAST 90TH STREET, 6A",10128,,,,,,1929,2,D4,"$6,180,000.00",7/6/2023
12418,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1502,17,D4,"21 EAST 90TH STREET, 5A",10128,,,,,,1927,2,D4,"$3,220,000.00",3/23/2023
12419,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1502,20,D4,"1261 MADISON AVENUE, 2N",10128,,,,,,1901,2,D4,"$3,500,000.00",4/27/2023
12420,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1502,20,D4,"1261 MADISON AVENUE, 5N",10128,,,,,,1901,2,D4,"$2,500,000.00",8/17/2023
12421,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1502,20,D4,"1261 MADISON AVENUE, 7N",10128,,,,,,1901,2,D4,$0.00,3/29/2023
12422,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1502,23,D4,"51 EAST 90TH STREET, 1B",10128,,,,,,1928,2,D4,"$299,000.00",7/17/2023
12423,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1502,33,D4,"1120 PARK AVENUE, 6C",10128,,,,,,1929,2,D4,"$4,150,000.00",2/28/2023
12424,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1502,40,D4,"1130 PARK AVENUE, 82",10128,,,,,,1927,2,D4,"$5,500,000.00",12/20/2022
12425,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1503,14,D4,"15 EAST 91ST STREET, 9AD",10128,,,,,,1948,2,D4,"$6,200,000.00",4/10/2023
12426,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1503,38,D4,"1150 PARK AV, 11D",10128,,,,,,1940,2,D4,"$1,700,000.00",6/6/2023
12427,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1503,38,D4,"1150 PARK AVENUE, 11A",10128,,,,,,1940,2,D4,"$2,275,000.00",10/20/2023
12428,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1503,38,D4,"1150 PARK AVENUE, 3B",10128,,,,,,1940,2,D4,"$662,500.00",3/16/2023
